section,table_num,table_code,table_title,table_records,table_html,unitid,file,year
A,0,A0,A We invite you to indicate if there are items on the CDS for which you cannot use the requested analytic,"[[{0: 'Address Information', 1: 'Address Information'}, {0: 'Name of College/University:', 1: 'DeSales University'}, {0: 'Mailing Address:', 1: '2755 Station Avenue'}, {0: 'City/State/Zip/Country:', 1: 'Center Valley PA 18034'}, {0: 'Street Address (if different):', 1: ''}, {0: 'City/State/Zip/Country:', 1: ''}, {0: 'Main Phone Number:', 1: '(610) 282-1100'}, {0: 'WWW Home Page Address:', 1: 'www.desales.edu'}, {0: 'Admissions Phone Number:', 1: '(610) 282-1100, ext. 1277'}, {0: 'Admissions Toll-Free Phone Number:', 1: '1-877-4-DESALES, ext. 1277'}, {0: 'Admissions Office Mailing Address:', 1: '2755 Station Avenue'}, {0: 'City/State/Zip/Country:', 1: 'Center Valley PA 18034'}, {0: 'Admissions Fax Number:', 1: '(610) 282-0131'}, {0: 'Admissions E-mail Address:', 1: 'admiss@desales.edu'}, {0: 'If there is a separate URL for your school’s\nonline application, please specify:', 1: 'https://www.desales.edu/admissions-financial\ufffe\naid/undergraduate-admissions-aid/how-to-apply'}, {0: 'If you have a mailing address other than the\nabove to which applications should be sent,\nplease provide:', 1: ''}]]","<table> <tr> <td colspan=""2""> Address Information </td> </tr> <tr> <td> Name of College/University: </td> <td> DeSales University </td> </tr> <tr> <td> Mailing Address: </td> <td> 2755 Station Avenue </td> </tr> <tr> <td> City/State/Zip/Country: </td> <td> Center Valley PA 18034 </td> </tr> <tr> <td> Street Address (if different): </td> <td> </td> </tr> <tr> <td> City/State/Zip/Country: </td> <td> </td> </tr> <tr> <td> Main Phone Number: </td> <td> (610) 282-1100 </td> </tr> <tr> <td> WWW Home Page Address: </td> <td> www.desales.edu </td> </tr> <tr> <td> Admissions Phone Number: </td> <td> (610) 282-1100, ext. 1277 </td> </tr> <tr> <td> Admissions Toll-Free Phone Number: </td> <td> 1-877-4-DESALES, ext. 1277 </td> </tr> <tr> <td> Admissions Office Mailing Address: </td> <td> 2755 Station Avenue </td> </tr> <tr> <td> City/State/Zip/Country: </td> <td> Center Valley PA 18034 </td> </tr> <tr> <td> Admissions Fax Number: </td> <td> (610) 282-0131 </td> </tr> <tr> <td> Admissions E-mail Address: </td> <td> admiss@desales.edu </td> </tr> <tr> <td> If there is a separate URL for your school’s <br/> online application, please specify: </td> <td> https://www.desales.edu/admissions-financial￾ <br/> aid/undergraduate-admissions-aid/how-to-apply </td> </tr> <tr> <td> If you have a mailing address other than the <br/> above to which applications should be sent, <br/> please provide: </td> <td> </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
A,1,A1,Address Information,"[[{0: 'Source of institutional control (Check only one):', 1: 'Source of institutional control (Check only one):'}, {0: '', 1: 'Public'}, {0: 'X', 1: 'Private (nonprofit)'}, {0: '', 1: 'Proprietary'}]]","<table> <tr> <td colspan=""2""> Source of institutional control (Check only one): </td> </tr> <tr> <td> </td> <td> Public </td> </tr> <tr> <td> X </td> <td> Private (nonprofit) </td> </tr> <tr> <td> </td> <td> Proprietary </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
A,4,A4,Academic year calendar:,"[[{0: 'Degrees offered by your institution:', 1: 'Degrees offered by your institution:'}, {0: 'X', 1: 'Certificate'}, {0: '', 1: 'Diploma'}, {0: '', 1: 'Associate'}, {0: '', 1: 'Transfer Associate'}, {0: '', 1: 'Terminal Associate'}, {0: 'X', 1: ""Bachelor's""}, {0: 'X', 1: ""Postbachelor's certificate""}, {0: 'X', 1: ""Master's""}, {0: 'X', 1: ""Post-master's certificate""}, {0: '', 1: 'Doctoral degree research/scholarship'}, {0: 'X', 1: 'Doctoral degree - professional practice'}, {0: '', 1: 'Doctoral degree - other'}]]","<table> <tr> <td colspan=""2""> Degrees offered by your institution: </td> </tr> <tr> <td> X </td> <td> Certificate </td> </tr> <tr> <td> </td> <td> Diploma </td> </tr> <tr> <td> </td> <td> Associate </td> </tr> <tr> <td> </td> <td> Transfer Associate </td> </tr> <tr> <td> </td> <td> Terminal Associate </td> </tr> <tr> <td> X </td> <td> Bachelor's </td> </tr> <tr> <td> X </td> <td> Postbachelor's certificate </td> </tr> <tr> <td> X </td> <td> Master's </td> </tr> <tr> <td> X </td> <td> Post-master's certificate </td> </tr> <tr> <td> </td> <td> Doctoral degree research/scholarship </td> </tr> <tr> <td> X </td> <td> Doctoral degree - professional practice </td> </tr> <tr> <td> </td> <td> Doctoral degree - other </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
C,1,C1,Applications,"[[{0: 'First-Time, First-Year Wait-Listed Students', 1: 'First-Time, First-Year Wait-Listed Students', 2: 'First-Time, First-Year Wait-Listed Students'}, {0: 'Students who met admission requirements but whose final admission was contingent on space availability.', 1: 'Students who met admission requirements but whose final admission was contingent on space availability.', 2: 'Students who met admission requirements but whose final admission was contingent on space availability.'}, {0: '', 1: 'Yes', 2: 'No'}, {0: 'Do you have a policy of placing students on a waiting list?', 1: '', 2: 'X'}, {0: 'If yes, please answer the questions below for Fall 2022 admissions:', 1: 'If yes, please answer the questions below for Fall 2022 admissions:', 2: 'If yes, please answer the questions below for Fall 2022 admissions:'}, {0: 'Number of qualified applicants offered a place on waiting list:', 1: 'Number of qualified applicants offered a place on waiting list:', 2: ''}, {0: 'Number accepting a place on the waiting list:', 1: 'Number accepting a place on the waiting list:', 2: ''}, {0: 'Number of waitlisted students admitted:', 1: 'Number of waitlisted students admitted:', 2: ''}, {0: '', 1: 'Yes', 2: 'No'}, {0: 'Is your waiting list ranked?', 1: '', 2: ''}, {0: 'If yes, do you release that information to students?', 1: '', 2: ''}, {0: 'Do you release that information to school counselors?', 1: '', 2: ''}]]","<table> <tr> <td colspan=""3""> First-Time, First-Year Wait-Listed Students </td> </tr> <tr> <td colspan=""3""> Students who met admission requirements but whose final admission was contingent on space availability. </td> </tr> <tr> <td> </td> <td> Yes </td> <td> No </td> </tr> <tr> <td> Do you have a policy of placing students on a waiting list? </td> <td> </td> <td> X </td> </tr> <tr> <td colspan=""3""> If yes, please answer the questions below for Fall 2022 admissions: </td> </tr> <tr> <td colspan=""2""> Number of qualified applicants offered a place on waiting list: </td> <td> </td> </tr> <tr> <td colspan=""2""> Number accepting a place on the waiting list: </td> <td> </td> </tr> <tr> <td colspan=""2""> Number of waitlisted students admitted: </td> <td> </td> </tr> <tr> <td> </td> <td> Yes </td> <td> No </td> </tr> <tr> <td> Is your waiting list ranked? </td> <td> </td> <td> </td> </tr> <tr> <td> If yes, do you release that information to students? </td> <td> </td> <td> </td> </tr> <tr> <td> Do you release that information to school counselors? </td> <td> </td> <td> </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
C,3,C3,High school completion requirement,"[[{0: 'Does your institution require or recommend a general college-preparatory program for degree-seeking students?', 1: 'Does your institution require or recommend a general college-preparatory program for degree-seeking students?'}, {0: 'X', 1: 'Require'}, {0: '', 1: 'Recommend'}, {0: '', 1: 'Neither require nor recommend'}]]","<table> <tr> <td colspan=""2""> Does your institution require or recommend a general college-preparatory program for degree-seeking students? </td> </tr> <tr> <td> X </td> <td> Require </td> </tr> <tr> <td> </td> <td> Recommend </td> </tr> <tr> <td> </td> <td> Neither require nor recommend </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
C,4,C4,Does your institution require or recommend a general college-preparatory program for degree-seeking students?,"[[{0: 'Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units\nrequired and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study\nor its equivalent). If you use a different system for calculating units, please convert.', 1: 'Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units\nrequired and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study\nor its equivalent). If you use a different system for calculating units, please convert.', 2: 'Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units\nrequired and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study\nor its equivalent). If you use a different system for calculating units, please convert.'}, {0: '', 1: 'Required Units', 2: 'Units\nRecommended'}, {0: 'Total academic units', 1: '14', 2: '18'}, {0: 'English', 1: '4', 2: '4'}, {0: 'Mathematics', 1: '3', 2: '4'}, {0: 'Science', 1: '2', 2: '3'}, {0: 'Of these, units that must be lab', 1: '2', 2: '3'}, {0: 'Foreign language', 1: '2', 2: '4'}, {0: 'Social studies', 1: '3', 2: '3'}, {0: 'History', 1: '', 2: ''}, {0: 'Academic electives', 1: '', 2: ''}, {0: 'Computer Science', 1: '', 2: ''}, {0: 'Visual/Performing Arts', 1: '', 2: ''}, {0: 'Other (specify)', 1: '', 2: ''}]]","<table> <tr> <td colspan=""3""> Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units <br/> required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study <br/> or its equivalent). If you use a different system for calculating units, please convert. </td> </tr> <tr> <td> </td> <td> Required Units </td> <td> Units <br/> Recommended </td> </tr> <tr> <td> Total academic units </td> <td> 14 </td> <td> 18 </td> </tr> <tr> <td> English </td> <td> 4 </td> <td> 4 </td> </tr> <tr> <td> Mathematics </td> <td> 3 </td> <td> 4 </td> </tr> <tr> <td> Science </td> <td> 2 </td> <td> 3 </td> </tr> <tr> <td> Of these, units that must be lab </td> <td> 2 </td> <td> 3 </td> </tr> <tr> <td> Foreign language </td> <td> 2 </td> <td> 4 </td> </tr> <tr> <td> Social studies </td> <td> 3 </td> <td> 3 </td> </tr> <tr> <td> History </td> <td> </td> <td> </td> </tr> <tr> <td> Academic electives </td> <td> </td> <td> </td> </tr> <tr> <td> Computer Science </td> <td> </td> <td> </td> </tr> <tr> <td> Visual/Performing Arts </td> <td> </td> <td> </td> </tr> <tr> <td> Other (specify) </td> <td> </td> <td> </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
C,6,C6,"diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies:","[[{0: 'Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking\ngeneral (not including programs with specific criteria) admissions decisions.', 1: 'Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking\ngeneral (not including programs with specific criteria) admissions decisions.', 2: 'Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking\ngeneral (not including programs with specific criteria) admissions decisions.', 3: 'Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking\ngeneral (not including programs with specific criteria) admissions decisions.', 4: 'Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking\ngeneral (not including programs with specific criteria) admissions decisions.'}, {0: 'Academic', 1: 'Important Very', 2: 'Important', 3: 'Considered', 4: 'Not Considered'}, {0: 'Rigor of secondary school record', 1: 'X', 2: '', 3: '', 4: ''}, {0: 'Class rank', 1: '', 2: 'X', 3: '', 4: ''}, {0: 'Academic GPA', 1: 'X', 2: '', 3: '', 4: ''}, {0: 'Standardized test scores', 1: '', 2: 'X', 3: '', 4: ''}, {0: 'Application Essay', 1: '', 2: 'X', 3: '', 4: ''}, {0: 'Recommendation(s)', 1: '', 2: 'X', 3: '', 4: ''}, {0: 'Nonacademic', 1: 'Important Very', 2: 'Important', 3: 'Considered', 4: 'Not Considered'}, {0: 'Interview', 1: '', 2: 'X', 3: '', 4: ''}, {0: 'Extracurricular activities', 1: '', 2: '', 3: 'X', 4: ''}, {0: 'Talent/ability', 1: '', 2: '', 3: 'X', 4: ''}, {0: 'Character/personal qualities', 1: 'X', 2: '', 3: '', 4: ''}, {0: 'First generation', 1: '', 2: '', 3: 'X', 4: ''}, {0: 'Alumni/ae relation', 1: '', 2: '', 3: '', 4: 'X'}, {0: 'Geographical residence', 1: '', 2: '', 3: '', 4: 'X'}, {0: 'State residency', 1: '', 2: '', 3: '', 4: 'X'}, {0: 'Religious affiliation/commitment', 1: '', 2: '', 3: '', 4: 'X'}]]","<table> <tr> <td colspan=""5""> Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking <br/> general (not including programs with specific criteria) admissions decisions. </td> </tr> <tr> <td> Academic </td> <td> Important Very </td> <td> Important </td> <td> Considered </td> <td> Not Considered </td> </tr> <tr> <td> Rigor of secondary school record </td> <td> X </td> <td> </td> <td> </td> <td> </td> </tr> <tr> <td> Class rank </td> <td> </td> <td> X </td> <td> </td> <td> </td> </tr> <tr> <td> Academic GPA </td> <td> X </td> <td> </td> <td> </td> <td> </td> </tr> <tr> <td> Standardized test scores </td> <td> </td> <td> X </td> <td> </td> <td> </td> </tr> <tr> <td> Application Essay </td> <td> </td> <td> X </td> <td> </td> <td> </td> </tr> <tr> <td> Recommendation(s) </td> <td> </td> <td> X </td> <td> </td> <td> </td> </tr> <tr> <td> Nonacademic </td> <td> Important Very </td> <td> Important </td> <td> Considered </td> <td> Not Considered </td> </tr> <tr> <td> Interview </td> <td> </td> <td> X </td> <td> </td> <td> </td> </tr> <tr> <td> Extracurricular activities </td> <td> </td> <td> </td> <td> X </td> <td> </td> </tr> <tr> <td> Talent/ability </td> <td> </td> <td> </td> <td> X </td> <td> </td> </tr> <tr> <td> Character/personal qualities </td> <td> X </td> <td> </td> <td> </td> <td> </td> </tr> <tr> <td> First generation </td> <td> </td> <td> </td> <td> X </td> <td> </td> </tr> <tr> <td> Alumni/ae relation </td> <td> </td> <td> </td> <td> </td> <td> X </td> </tr> <tr> <td> Geographical residence </td> <td> </td> <td> </td> <td> </td> <td> X </td> </tr> <tr> <td> State residency </td> <td> </td> <td> </td> <td> </td> <td> X </td> </tr> <tr> <td> Religious affiliation/commitment </td> <td> </td> <td> </td> <td> </td> <td> X </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
C,8,C8,C Has been removed from the CDS.,"[[{0: ""In addition, does your institution use applicants' test scores for academic advising?"", 1: 'Yes', 2: 'No'}, {0: ""In addition, does your institution use applicants' test scores for academic advising?"", 1: '', 2: 'X'}], [{0: 'Latest date by which SAT or ACT scores must be received for fall-term admission.', 1: 'August 1st'}, {0: 'Latest date by which SAT Subject Test scores must be received for fall-term admission.', 1: 'Not Required'}]]","<table> <tr> <td rowspan=""2""> In addition, does your institution use applicants' test scores for academic advising? </td> <td> Yes </td> <td> No </td> </tr> <tr> <td> </td> <td> X </td> </tr> </table><div class=""separator""></div><table> <tr> <td> Latest date by which SAT or ACT scores must be received for fall-term admission. </td> <td> August 1st </td> </tr> <tr> <td> Latest date by which SAT Subject Test scores must be received for fall-term admission. </td> <td> Not Required </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
C,9,C9,"• Do not include partial test scores (e.g., mathematics scores but not critical reading for a category of","[[{0: 'Submitting SAT Scores', 1: '31%', 2: '157'}, {0: 'Submitting ACT Scores', 1: '3%', 2: '14'}], [{0: 'SAT and ACT Percentile Scores', 1: 'SAT and ACT Percentile Scores', 2: 'SAT and ACT Percentile Scores', 3: 'SAT and ACT Percentile Scores'}, {0: 'Assessment', 1: '25th Percentile', 2: '50th Percentile', 3: '75th Percentile'}, {0: 'SAT Composite', 1: '1100', 2: '1200', 3: '1270'}, {0: 'SAT Evidence-', 1: '560', 2: '610', 3: '640'}, {0: 'SAT Math', 1: '540', 2: '590', 3: '640'}, {0: 'ACT Composite 333', 1: '23', 2: '26', 3: '29'}, {0: 'ACT Math', 1: '21', 2: '24', 3: '25'}, {0: 'ACT English', 1: '24', 2: '26', 3: '31'}, {0: 'ACT Writing', 1: 'N/A', 2: 'N/A', 3: 'N/A'}, {0: 'ACT Science', 1: '22', 2: '26', 3: '31'}, {0: 'ACT Reading', 1: '23', 2: '26', 3: '33'}], [{0: 'Percent of first-time, first-year students with scores in each range:', 1: 'Percent of first-time, first-year students with scores in each range:', 2: 'Percent of first-time, first-year students with scores in each range:'}, {0: 'Score Range', 1: 'SAT Evidence\ufffe\nBased Reading\nand Writing\n(EWBR)', 2: 'SAT Math'}, {0: '700-800', 1: '9.55%', 2: '8.92%'}, {0: '600-699', 1: '48.41%', 2: '36.94%'}, {0: '500-599', 1: '35.03%', 2: '48.41%'}, {0: '400-499', 1: '7.00%', 2: '5.73%'}, {0: '300-399', 1: '0.00%', 2: '0.00%'}, {0: '200-299', 1: '0.00%', 2: '0.00%'}, {0: 'Totals should = 100%', 1: '100.0%', 2: '100.0%'}], [{0: 'Score Range', 1: 'SAT Composite'}, {0: '1400-1600', 1: '7.01%'}, {0: '1200-1399', 1: '44.59%'}, {0: '1000-1199', 1: '43.94%'}, {0: '800-999', 1: '4.46%'}, {0: '600-799', 1: '0'}, {0: '400-599', 1: '0'}, {0: 'Totals should = 100%', 1: '100.0%'}]]","<table> <tr> <td> Submitting SAT Scores </td> <td> 31% </td> <td> 157 </td> </tr> <tr> <td> Submitting ACT Scores </td> <td> 3% </td> <td> 14 </td> </tr> </table><div class=""separator""></div><table> <tr> <td colspan=""4""> SAT and ACT Percentile Scores </td> </tr> <tr> <td> Assessment </td> <td> 25th Percentile </td> <td> 50th Percentile </td> <td> 75th Percentile </td> </tr> <tr> <td> SAT Composite </td> <td> 1100 </td> <td> 1200 </td> <td> 1270 </td> </tr> <tr> <td> SAT Evidence- </td> <td> 560 </td> <td> 610 </td> <td> 640 </td> </tr> <tr> <td> SAT Math </td> <td> 540 </td> <td> 590 </td> <td> 640 </td> </tr> <tr> <td> ACT Composite 333 </td> <td> 23 </td> <td> 26 </td> <td> 29 </td> </tr> <tr> <td> ACT Math </td> <td> 21 </td> <td> 24 </td> <td> 25 </td> </tr> <tr> <td> ACT English </td> <td> 24 </td> <td> 26 </td> <td> 31 </td> </tr> <tr> <td> ACT Writing </td> <td> N/A </td> <td> N/A </td> <td> N/A </td> </tr> <tr> <td> ACT Science </td> <td> 22 </td> <td> 26 </td> <td> 31 </td> </tr> <tr> <td> ACT Reading </td> <td> 23 </td> <td> 26 </td> <td> 33 </td> </tr> </table><div class=""separator""></div><table> <tr> <td colspan=""3""> Percent of first-time, first-year students with scores in each range: </td> </tr> <tr> <td> Score Range </td> <td> SAT Evidence￾ <br/> Based Reading <br/> and Writing <br/> (EWBR) </td> <td> SAT Math </td> </tr> <tr> <td> 700-800 </td> <td> 9.55% </td> <td> 8.92% </td> </tr> <tr> <td> 600-699 </td> <td> 48.41% </td> <td> 36.94% </td> </tr> <tr> <td> 500-599 </td> <td> 35.03% </td> <td> 48.41% </td> </tr> <tr> <td> 400-499 </td> <td> 7.00% </td> <td> 5.73% </td> </tr> <tr> <td> 300-399 </td> <td> 0.00% </td> <td> 0.00% </td> </tr> <tr> <td> 200-299 </td> <td> 0.00% </td> <td> 0.00% </td> </tr> <tr> <td> Totals should = 100% </td> <td> 100.0% </td> <td> 100.0% </td> </tr> </table><div class=""separator""></div><table> <tr> <td> Score Range </td> <td> SAT Composite </td> </tr> <tr> <td> 1400-1600 </td> <td> 7.01% </td> </tr> <tr> <td> 1200-1399 </td> <td> 44.59% </td> </tr> <tr> <td> 1000-1199 </td> <td> 43.94% </td> </tr> <tr> <td> 800-999 </td> <td> 4.46% </td> </tr> <tr> <td> 600-799 </td> <td> 0 </td> </tr> <tr> <td> 400-599 </td> <td> 0 </td> </tr> <tr> <td> Totals should = 100% </td> <td> 100.0% </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
C,10,C10,following ranges (report information for those students from whom you collected high school rank information).,"[[{0: 'Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point averages\nwithin each of the following ranges (using 4.0 scale). Report information only for those students from whom you\ncollected high school GPA.', 1: 'Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point averages\nwithin each of the following ranges (using 4.0 scale). Report information only for those students from whom you\ncollected high school GPA.'}, {0: 'Score Range', 1: 'Percent'}, {0: 'Percent who had GPA of 4.0', 1: '3.97%'}, {0: 'Percent who had GPA between 3.75 and 3.99', 1: '28.03%'}, {0: 'Percent who had GPA between 3.50 and 3.74', 1: '23.46%'}, {0: 'Percent who had GPA between 3.25 and 3.49', 1: '15.50%'}, {0: 'Percent who had GPA between 3.00 and 3.24', 1: '10.54%'}, {0: 'Percent who had GPA between 2.50 and 2.99', 1: '11.92%'}, {0: 'Percent who had GPA between 2.0 and 2.49', 1: '5.76%'}, {0: 'Percent who had GPA between 1.0 and 1.99', 1: '0.79%'}, {0: 'Percent who had GPA below 1.0', 1: '0.00%'}, {0: 'Totals should = 100%', 1: '100%'}]]","<table> <tr> <td colspan=""2""> Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point averages <br/> within each of the following ranges (using 4.0 scale). Report information only for those students from whom you <br/> collected high school GPA. </td> </tr> <tr> <td> Score Range </td> <td> Percent </td> </tr> <tr> <td> Percent who had GPA of 4.0 </td> <td> 3.97% </td> </tr> <tr> <td> Percent who had GPA between 3.75 and 3.99 </td> <td> 28.03% </td> </tr> <tr> <td> Percent who had GPA between 3.50 and 3.74 </td> <td> 23.46% </td> </tr> <tr> <td> Percent who had GPA between 3.25 and 3.49 </td> <td> 15.50% </td> </tr> <tr> <td> Percent who had GPA between 3.00 and 3.24 </td> <td> 10.54% </td> </tr> <tr> <td> Percent who had GPA between 2.50 and 2.99 </td> <td> 11.92% </td> </tr> <tr> <td> Percent who had GPA between 2.0 and 2.49 </td> <td> 5.76% </td> </tr> <tr> <td> Percent who had GPA between 1.0 and 1.99 </td> <td> 0.79% </td> </tr> <tr> <td> Percent who had GPA below 1.0 </td> <td> 0.00% </td> </tr> <tr> <td> Totals should = 100% </td> <td> 100% </td> </tr> </table>",210739,../data/cds-docs/2022-2023/210739.pdf,2022-2023
